sent
1	Кстати	0 кстати CONJ Prnt
15162	нити	0 нить NOUN femn inan plur nomn
15163	приводили	0 приводить VERB impf tran plur actv past indc
15164	в	0 в PREP
15165	тупик	0 тупик NOUN masc inan sing accs
15166	.	0 . PNCT
/sent
sent
15166	Нижняя	0 нижний ADJF femn sing nomn
15167	--	0 -- PNCT
15167	состояние	0 состояние NOUN neut inan sing nomn
15168	массового	0 массовый ADJF neut sing gent
15169	сознания	0 сознание NOUN neut inan sing gent
15170	.	0 . PNCT
/sent
sent
15170	Полиция	0 полиция NOUN femn inan sing nomn
15171	зовёт	0 звать VERB impf tran sing actv pres 3per indc
15172	нас	0 мы ADJF Apro Subx plur 1per accs
15173	на	0 на PREP
15174	помощь	0 помощь NOUN femn inan sing accs
/sent
sent
15175	13	0 13 NUMR
15176	августа	0 август NOUN masc inan sing gent
15177	следственный	0 следственный ADJF masc sing nomn
15178	отдел	0 отдел NOUN masc inan sing nomn
15179	УФСБ	0 уфсб NOUN neut inan Fixd sing gent
15180	возбудил	0 возбудить VERB perf tran masc sing actv past indc
15181	уголовное	0 уголовный ADJF neut sing accs inan
15182	дело	0 дело NOUN neut inan sing accs
15183	по	0 по PREP
15184	контрабанде	0 контрабанда NOUN femn inan sing datv
15185	наркотиков	0 наркотик NOUN masc inan plur gent
15186	,	0 , PNCT
15186	и	0 и CONJ
15187	тогда	0 тогда ADVB Ques
15188	же	0 же PRCL
15189	был	0 быть VERB impf intr actv masc sing past indc
15190	задержан	0 задержать PRTS perf masc sing pssv past
15191	организатор	0 организатор NOUN masc anim sing nomn
15192	канала	0 канал NOUN masc inan sing gent
15193	,	0 , PNCT
15193	азербайджанец	0 азербайджанец NOUN masc anim sing nomn
15194	по	0 по PREP
15195	национальности	0 национальность NOUN femn inan sing datv
15196	.	0 . PNCT
/sent
sent
15196	Но	0 но CONJ
15197	это	0 это ADJF Apro Subx neut sing nomn
15198	ставит	0 ставить VERB impf tran sing actv pres 3per indc
15199	депутата	0 депутат NOUN masc anim sing accs
15200	в	0 в PREP
15201	зависимость	0 зависимость NOUN femn inan sing accs
15202	от	0 от PREP
15203	губернатора	0 губернатор NOUN masc anim sing gent
15204	.	0 . PNCT
/sent
sent
15204	Сейчас	0 сейчас ADVB Ques
15205	эти	0 этот ADJF Apro plur nomn
15206	инструменты	0 инструмент NOUN masc inan plur nomn
15207	становятся	0 становиться VERB impf intr plur pres 3per indc
15208	для	0 для PREP
15209	нас	0 мы ADJF Apro Subx plur 1per gent
15210	узки	0 узкий ADJS plur
15211	,	0 , PNCT
15211	ПФР	0 ПФР NOUN masc inan Fixd sing nomn
15212	чувствует	0 чувствовать VERB impf tran sing actv pres 3per indc
15213	себя	0 себя ADJF Apro Subx accs
15214	как	0 как CONJ
15215	слон	0 слон NOUN masc anim sing nomn
15216	в	0 в PREP
15217	посудной	0 посудный ADJF femn sing loct
15218	лавке	0 лавка NOUN femn inan sing loct
15219	"	0 " PNCT
15220	,	0 , PNCT
15221	-	0 - PNCT
15222	успокоить	0 успокоить VERB perf tran masc sing actv past indc
15223	Черноиван	0 Черноиван NOUN masc anim sing nomn
15224	представителей	0 представитель NOUN masc anim plur accs
15225	УК	0 УК NOUN femn inan Fixd plur gent
15226	и	0 и CONJ
15227	НПФ	0 НПФ NOUN masc inan Fixd plur gent
15228	.	0 . PNCT
/sent
sent
15228	Теперь	0 теперь ADVB Ques
15229	он	0 он ADJF Apro Subx masc sing 3per nomn
15230	сидит	0 сидеть VERB impf intr actv sing pres 3per indc
15231	в	0 в PREP
15232	тюрьме	0 тюрьма NOUN femn inan sing loct
15233	.	0 . PNCT
/sent
sent
15233	Всё	0 весь ADJF Apro neut sing accs inan
15234	это	0 это ADJF Apro Subx neut sing accs
15235	компартия	0 компартия NOUN femn inan sing nomn
15236	может	0 мочь VERB impf intr actv sing pres 3per indc
15237	дать	0 дать INFN perf tran actv
15238	.	0 . PNCT
/sent
sent
15238	Красноярск	0 Красноярск NOUN masc inan sing nomn
15239	встревожен	0 встревожить PRTS perf masc sing pssv past
15240	проблемой	0 проблема NOUN femn inan sing ablt
15241	террора	0 террор NOUN masc inan sing gent
15242	.	0 . PNCT
/sent
sent
15242	Законопроект	0 законопроект NOUN masc inan sing nomn
15243	регулирует	0 регулировать VERB impf tran sing actv pres 3per indc
15244	предоставление	0 предоставление NOUN neut inan sing accs
15245	межбюджетных	0 межбюджетный ADJF plur gent
15246	трансфертов	0 трансферт NOUN masc inan plur gent
15247	,	0 , PNCT
15247	основными	0 основной ADJF plur ablt
15248	видами	0 вид NOUN masc inan plur ablt
15249	которых	0 который ADJF Apro plur gent
15250	являются	0 являться VERB impf intr plur pres 3per indc
15251	финансовая	0 финансовый ADJF femn sing nomn
15252	помощь	0 помощь NOUN femn inan sing nomn
15253	(	0 ( PNCT
15253	дотации	0 дотация NOUN femn inan plur nomn
15254	и	0 и CONJ
15255	субсидии	0 субсидия NOUN femn inan plur nomn
15256	)	0 ) PNCT
15257	,	0 , PNCT
15258	субвенции	0 субвенция NOUN femn inan plur nomn
15259	на	0 на PREP
15260	осуществление	0 осуществление NOUN neut inan sing accs
15261	делегированных	0 делегировать PRTF impf tran plur gent pssv past
15262	полномочий	0 полномочие NOUN neut inan plur gent
15263	,	0 , PNCT
15263	предоставление	0 предоставление NOUN neut inan sing nomn
15264	кредитов	0 кредит NOUN masc inan plur gent
15265	бюджетам	0 бюджет NOUN masc inan plur datv
15266	других	0 другой ADJF Apro plur gent
15267	уровней	0 уровень NOUN masc inan plur gent
15268	,	0 , PNCT
15268	а	0 а CONJ
15269	также	0 также PRCL
15270	субвенции	0 субвенция NOUN femn inan plur nomn
15271	из	0 из PREP
15272	местных	0 местный ADJF plur gent
15273	бюджетов	0 бюджет NOUN masc inan plur gent
15274	на	0 на PREP
15275	выполнение	0 выполнение NOUN neut inan sing accs
15276	межмуниципальных	0 межмуниципальный ADJF plur gent
15277	функций	0 функция NOUN femn inan plur gent
15278	.	0 . PNCT
/sent
sent
15278	Обязательства	0 обязательство NOUN neut inan plur nomn
15279	,	0 , PNCT
15279	устанавливаемые	0 устанавливать PRTF impf tran plur nomn pssv pres
15280	в	0 в PREP
15281	пределах	0 предел NOUN masc inan plur loct
15282	собственных	0 собственный ADJF plur gent
15283	полномочий	0 полномочие NOUN neut inan plur gent
15284	,	0 , PNCT
15284	не	0 не PRCL
15285	могут	0 мочь VERB impf intr actv plur pres 3per indc
15286	устанавливаться	0 устанавливаться INFN impf intr
15287	властями	0 власть NOUN femn inan plur ablt
15288	других	0 другой ADJF Apro plur gent
15289	уровней	0 уровень NOUN masc inan plur gent
15290	и	0 и CONJ
15291	исполняются	0 исполняться VERB impf intr plur pres 3per indc
15292	за	0 за PREP
15293	счёт	0 счет NOUN masc inan sing accs
15294	собственных	0 собственный ADJF plur gent
15295	доходов	0 доход NOUN masc inan plur gent
15296	соответствующих	0 соответствующий ADJF plur gent
15297	бюджетов	0 бюджет NOUN masc inan plur gent
15298	.	0 . PNCT
/sent
sent
15298	А	0 а CONJ
15299	вдруг	0 вдруг ADVB
15300	открытость	0 открытость NOUN femn inan sing nomn
15301	--	0 -- PNCT
15301	новый	0 новый ADJF masc sing nomn
15302	стиль	0 стиль NOUN masc inan sing nomn
15303	работы	0 работа NOUN femn inan sing gent
15304	правительства	0 правительство NOUN neut inan sing gent
15305	?	0 ? PNCT
/sent
sent
15305	Я	0 я ADJF Apro Subx sing 1per nomn
15306	не	0 не PRCL
15307	подытоживаю	0 подытоживать VERB impf tran sing actv pres 1per indc
15308	2003	0 2003 NUMR
15309	год	0 год NOUN masc inan sing accs
15310	.	0 . PNCT
/sent
sent
15310	У	0 у PREP
15311	вас	0 вы ADJF Apro Subx plur 2per gent
15312	три	0 три NUMR nomn
15313	пробоя	0 пробой NOUN masc inan sing gent
15314	в	0 в PREP
15315	ауре	0 аура NOUN femn inan sing loct
15316	,	0 , PNCT
15316	два	0 два NUMR masc nomn
15317	кармических	0 кармический ADJF plur gent
15318	долга	0 долг NOUN masc inan sing gent
15319	и	0 и CONJ
15320	одна	0 один ADJF Anum femn nomn
15321	порча	0 порча NOUN femn inan sing nomn
15322	,	0 , PNCT
15323	-	0 - PNCT
15324	-	0 - PNCT
15325	говоря	0 говорить GRND impf tran actv pres
15326	это	0 это ADJF Apro Subx neut sing accs
15327	,	0 , PNCT
15327	она	0 она ADJF Apro Subx femn sing 3per nomn
15328	писала	0 писать VERB impf tran femn sing actv past indc
15329	на	0 на PREP
15330	листке	0 листок NOUN masc inan sing loct
15331	бумаги	0 бумага NOUN femn inan sing gent
15332	список	0 список NOUN masc inan sing accs
15333	"	0 " PNCT
15333	процедур	0 процедура NOUN femn inan plur gent
15334	"	0 " PNCT
15335	,	0 , PNCT
15336	легко	0 легко ADVB
15337	ставя	0 ставить GRND impf tran actv pres
15338	цифры	0 цифра NOUN femn inan plur accs
15339	с	0 с PREP
15340	тремя	0 три NUMR ablt
15341	нулями	0 нуль NOUN masc inan plur ablt
15342	.	0 . PNCT
/sent
sent
15342	На	0 на PREP
15343	месте	0 место NOUN neut inan sing loct
15344	его	0 его ADJF Apro
15345	мысль	0 мысль NOUN femn inan sing nomn
15346	не	0 не PRCL
15347	стояла	0 стоять VERB impf intr actv femn sing past indc
15348	,	0 , PNCT
15348	не	0 не PRCL
15349	сидела	0 сидеть VERB impf intr actv femn sing past indc
15350	и	0 и CONJ
15351	не	0 не PRCL
15352	лежала	0 лежать VERB impf intr actv femn sing past indc
15353	.	0 . PNCT
/sent
sent
15353	То	0 то ADJF Apro Subx neut sing nomn
15354	есть	0 быть VERB impf intr actv sing pres 3per indc
15355	разменять	0 разменять INFN perf tran actv
15356	лояльность	0 лояльность NOUN femn inan sing accs
15357	на	0 на PREP
15358	возможность	0 возможность NOUN femn inan sing accs
15359	начать	0 начать INFN perf tran actv
15360	с	0 с PREP
15361	чистого	0 чистый ADJF masc sing gent
15362	листа	0 лист NOUN masc inan sing gent
15363	жизнь	0 жизнь NOUN femn inan sing accs
15364	более	0 более ADVB
15365	благополучную	0 благополучный ADJF femn sing accs
15366	,	0 , PNCT
15366	но	0 но CONJ
15367	под	0 под PREP
15368	суровым	0 суровый ADJF masc sing ablt
15369	федеральным	0 федеральный ADJF masc sing ablt
15370	присмотром	0 присмотр NOUN masc inan sing ablt
15371	.	0 . PNCT
/sent
sent
15371	В	0 в PREP
15372	четыре	0 четыре NUMR accs
15373	слоя	0 слой NOUN masc inan sing gent
15374	!	0 ! PNCT
/sent
sent
15374	Утверждённые	0 утвердить PRTF perf tran plur nomn pssv past
15375	Думой	0 дума NOUN femn inan sing ablt
15376	третьи	0 третий ADJF Anum plur nomn
15377	сроки	0 срок NOUN masc inan plur nomn
15378	для	0 для PREP
15379	губернаторов	0 губернатор NOUN masc anim plur gent
15380	официально	0 официально ADVB
15381	называются	0 называться VERB impf intr plur pres 3per indc
15382	вторыми	0 второй ADJF Anum plur ablt
15383	(	0 ( PNCT
15383	первые	0 первый ADJF Anum plur accs inan
15384	решено	0 решить PRTS perf neut sing pssv past
15385	не	0 не PRCL
15386	засчитывать	0 засчитывать INFN impf tran actv
15387	)	0 ) PNCT
